coordinate,GPP_2010,GPP_2011,GPP_2012,GPP_2013,GPP_2014,GPP_2015,GPP_2016,GPP_2017,GPP_2018,GPP_2019,GPP_2020,GPP_2021,GPP_2022,GPP_2023,Land_Cover_2010,Land_Cover_2011,Land_Cover_2012,Land_Cover_2013,Land_Cover_2014,Land_Cover_2015,Land_Cover_2016,Land_Cover_2017,Land_Cover_2018,Land_Cover_2019,Land_Cover_2020,Land_Cover_2021,Land_Cover_2022,Land_Cover_2023,ADM3_1,ADM2_1,distance_to_water,normalized_distance_to_water,distance_to_whole_line
"(np.float64(-10.958074731333276), np.float64(15.272376078333386))",2467,1088,1666,1373,1319,1005,1975,1200,1590,1261,2362,1035,2077,1388,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,897.3825217030185,0.7735010485351522,1.2300403202783077
"(np.float64(-10.94890806466661), np.float64(15.279876078333384))",1630,623,1183,1067,749,904,1133,691,976,772,1586,671,1783,1050,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,896.9664637798791,0.7728503882730003,1.2257413504391015
"(np.float64(-10.946130286888831), np.float64(15.518888424012399))",1998,1173,1392,1267,1190,1274,1545,876,819,1077,1817,1016,2121,1235,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,803.1899205627337,0.6261961202014913,0.9902524949718796
"(np.float64(-10.939741397999942), np.float64(15.263487189444497))",2037,1036,1305,1425,1281,1519,2024,1224,1573,1272,2255,1008,2073,1460,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,906.8251132795508,0.7882680287292074,1.2404421832553458
"(np.float64(-10.934463620222168), np.float64(15.268764967222275))",2350,1037,1664,1687,1524,1548,1793,1201,1589,1572,2334,1195,2411,1681,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,906.1916148146588,0.7872773198535556,1.234412587993797
"(np.float64(-10.925685842444386), np.float64(15.288542745000054))",1862,607,1563,1406,1047,1182,1857,644,1034,781,1825,823,1644,1154,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,900.528644700909,0.7784211740771035,1.2135396177574758
"(np.float64(-10.924185842444388), np.float64(15.321264967222277))",1168,774,919,1044,777,1015,1340,703,1008,1001,1088,664,1422,829,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,887.3475259870202,0.7578076256242361,1.1809608224697523
"(np.float64(-10.9165006572592), np.float64(15.507283485740794))",1906,728,1476,1086,974,960,1479,658,903,909,1480,992,1894,1352,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,817.9258492028118,0.6492411883488692,0.9961230681539713
"(np.float64(-10.91640806466661), np.float64(15.285153856111164))",1349,778,1587,1386,1055,1038,1658,731,1031,1120,1965,871,2173,1342,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,904.9023286936795,0.7852610447177879,1.2155557825591996
"(np.float64(-10.911685842444385), np.float64(15.29487607833339))",1174,599,1344,1096,935,999,1405,651,870,642,1490,775,1514,1050,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,902.3293942027741,0.7812373111527116,1.2052719323089482
"(np.float64(-10.910698188123398), np.float64(15.505802004259314))",1547,967,1307,906,983,1016,1220,698,708,779,1380,831,1882,1288,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,820.5423196550576,0.6533330064724729,0.9966072792676107
"(np.float64(-10.903908064666608), np.float64(15.277653856111161))",1801,728,1401,1233,1066,1026,1477,738,1089,1131,1998,860,1979,1202,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,912.0634181501433,0.79646005351896,1.2212708852486363
"(np.float64(-10.901685842444387), np.float64(15.508764967222275))",2116,843,1521,980,1273,1319,1628,662,1098,727,2021,1010,2801,1609,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,822.7314856993706,0.6567565763002957,0.992231069224027
"(np.float64(-10.898074731333276), np.float64(15.309876078333389))",1898,1039,1536,1088,838,1038,1628,873,1324,1023,1959,883,2334,1187,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,900.5282870038467,0.7784206146856067,1.1885597962119836
"(np.float64(-10.894741397999944), np.float64(15.299042745000056))",2320,1290,1876,1347,1461,1432,1968,1053,1565,1633,2008,1145,2501,1554,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,906.0924846146155,0.7871222931652988,1.198868112777602
"(np.float64(-10.890491397999941), np.float64(15.303792745000052))",1942,839,1530,1223,967,904,1706,857,1345,1062,1818,763,2189,1078,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,905.5292713419892,0.786241501152376,1.193618655946104
"(np.float64(-10.882241397999941), np.float64(15.314042745000055))",1593,1110,1217,1159,978,1225,1441,739,1231,921,1702,873,2031,1286,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,904.0644985184844,0.7839507877292471,1.1824379781164802
"(np.float64(-10.872920410345621), np.float64(15.518641510432152))",1065,547,1157,1038,778,884,1406,558,690,674,1534,752,1665,1154,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,829.7925134483614,0.6677991016572288,0.9783039750629603
"(np.float64(-10.849093249851796), np.float64(15.50530817709882))",1081,562,1245,672,739,783,1169,500,685,657,961,676,1480,1076,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Tenaha,Kankoussa,843.347745042554,0.688997713802517,0.9886366651521118
