coordinate,GPP_2010,GPP_2011,GPP_2012,GPP_2013,GPP_2014,GPP_2015,GPP_2016,GPP_2017,GPP_2018,GPP_2019,GPP_2020,GPP_2021,GPP_2022,GPP_2023,Land_Cover_2010,Land_Cover_2011,Land_Cover_2012,Land_Cover_2013,Land_Cover_2014,Land_Cover_2015,Land_Cover_2016,Land_Cover_2017,Land_Cover_2018,Land_Cover_2019,Land_Cover_2020,Land_Cover_2021,Land_Cover_2022,Land_Cover_2023,ADM3_1,ADM2_1,distance_to_water,normalized_distance_to_water,distance_to_whole_line
"(np.float64(-11.751685842444388), np.float64(16.5909871894445))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,409.56378445644754,0.010616243783853486,0.19471103269933626
"(np.float64(-11.749463620222164), np.float64(16.846542745000058))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,10,16,16,16,16,10,10,16,Kamour,Guerou,446.3800361611195,0.06819205391350175,0.022391331524098265
"(np.float64(-11.748352509111054), np.float64(16.516542745000052))",1707,746,1189,1012,684,916,1917,430,939,1374,1606,1024,2224,1410,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,406.80509755295753,0.0063020177013994785,0.25819852529250453
"(np.float64(-11.748352509111053), np.float64(16.67432052277783))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Legrane,Kiffa,417.19648957924545,0.02255279790269767,0.12235484386228372
"(np.float64(-11.74613028688883), np.float64(16.51111064623462))",1244,834,1311,961,847,879,1206,514,865,763,1261,589,1551,975,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,406.8551973343963,0.006380367217444537,0.26198628633055404
"(np.float64(-11.74427843503698), np.float64(16.676172374629683))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,7,7,10,10,16,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,417.7803798838075,0.023465926093521616,0.11861791842657338
"(np.float64(-11.741685842444387), np.float64(17.016542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,7,7,7,7,7,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,494.3116727560082,0.143150874543262,0.1607061444215384
"(np.float64(-11.739463620222164), np.float64(16.514320522777833))",1074,435,2393,937,515,438,954,279,2173,503,889,492,2363,1034,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,407.3671312355705,0.007180964989574558,0.25613369311703416
"(np.float64(-11.735513002938212), np.float64(16.59851805364203))",1266,700,1669,1112,646,1137,1133,941,710,835,1406,756,1887,1117,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,411.33214746544525,0.013381732613706999,0.18007065986542234
"(np.float64(-11.73427843503698), np.float64(17.107283485740794))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,526.7618291979372,0.19389868181503803,0.2181199194871173
"(np.float64(-11.73390806466661), np.float64(17.110987189444497))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Nouamlein,Kiffa,528.1801344590549,0.1961167260384164,0.220837940533512
"(np.float64(-11.733908064666608), np.float64(16.926542745000052))",556,558,897,514,565,597,974,467,669,522,876,277,1016,792,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,468.30023507742845,0.1024723826371716,0.10259249755516557
"(np.float64(-11.73292041034562), np.float64(17.11432052277783))",1056,645,999,797,740,899,999,584,735,741,977,582,1315,760,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,529.5450259962341,0.19825123817242116,0.2237947723648333
"(np.float64(-11.732796953555498), np.float64(16.756542745000054))",1081,629,1150,1061,750,848,1063,515,452,495,1161,511,1677,745,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,430.45294757887433,0.04328416716051467,0.045104853138241634
"(np.float64(-11.731315472074016), np.float64(16.519135337592648))",1328,750,1517,985,773,989,1792,333,470,793,2279,764,2319,1433,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,408.05521982575414,0.008257045692699519,0.24828300844079457
"(np.float64(-11.730574731333276), np.float64(16.512098300555607))",1025,790,1582,807,768,1008,1782,383,817,1201,2319,566,2384,1334,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,407.95868324118294,0.008106075080361744,0.25438231123820215
"(np.float64(-11.728352509111053), np.float64(16.597653856111165))",725,541,732,688,608,953,977,446,541,621,870,506,1030,563,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,411.87757863494545,0.01423471573936155,0.17733065489105237
"(np.float64(-11.722303126395001), np.float64(16.5125921277161))",1256,534,1347,793,758,757,753,317,474,529,1206,559,1330,955,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,408.5889694486402,0.009091760404848262,0.2502774095058534
"(np.float64(-11.712056212814757), np.float64(16.597283485740796))",1160,477,1251,914,463,1198,838,543,1171,396,1380,611,2035,914,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,413.31176241239024,0.016477591888828556,0.16997780772274088
"(np.float64(-11.710574731333276), np.float64(16.68209830055561))",747,425,911,1009,522,1262,1135,493,569,633,1652,706,2452,814,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,421.8216005195676,0.029785867457541953,0.09528263024285828
"(np.float64(-11.709463620222163), np.float64(16.675431633888945))",1129,517,1006,807,763,931,1254,492,654,600,804,495,1350,655,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,421.11299821659924,0.02867770598634144,0.10048708478699817
"(np.float64(-11.708352509111053), np.float64(16.595431633888943))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,413.527380365818,0.016814790212185397,0.1697760612088118
"(np.float64(-11.706994484419695), np.float64(16.674073609197585))",720,328,746,656,417,555,1336,332,313,386,1038,517,2281,644,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,421.2085921990987,0.028827202492125784,0.10041976848002111
"(np.float64(-11.705759916518462), np.float64(16.843332868456844))",735,327,814,568,520,925,1052,470,390,571,761,585,1358,467,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kamour,Guerou,450.9003807469614,0.07526128257052955,0.027275878427949266
"(np.float64(-11.701685842444386), np.float64(16.224320522777834))",2150,1283,1737,1417,1327,1383,1790,1136,1549,1457,2041,1059,2056,1341,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,425.99597901175633,0.03631405032100946,0.4808123456823003
"(np.float64(-11.698352509111055), np.float64(16.514073609197588))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,410.59162340917646,0.012223649688748131,0.23734645465578147
"(np.float64(-11.698352509111054), np.float64(16.51543163388894))",1041,646,1110,847,749,688,884,529,705,704,957,572,1262,772,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,410.62612410336624,0.012277604269294402,0.2361436481243415
"(np.float64(-11.697241397999944), np.float64(16.67320941166672))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,422.1551170629919,0.030307443780230387,0.09626382780630865
"(np.float64(-11.694895718987597), np.float64(16.420122991913633))",1523,782,1442,1045,1021,1380,1597,714,1066,893,1586,608,2570,1309,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,411.1131219717995,0.013039205342412305,0.31262648443708774
"(np.float64(-11.690204360962905), np.float64(17.119876078333387))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,537.3781049495161,0.21050115079694498,0.26040831415171983
"(np.float64(-11.689463620222163), np.float64(16.513209411666722))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Legrane,Kiffa,411.3649654204855,0.013433055609958673,0.2341425947940347
"(np.float64(-11.682426583185126), np.float64(17.10814768327166))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,534.1614674524259,0.2054707497861633,0.25982197724258277
"(np.float64(-11.679463620222165), np.float64(16.596542745000058))",953,598,1268,651,565,618,1346,357,407,346,918,528,1477,490,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,416.50900188331445,0.02147765691971788,0.15603490740066156
"(np.float64(-11.67896979306167), np.float64(16.42135755981487))",1969,1348,2032,1663,1465,1436,1773,945,1468,1474,1993,1119,2388,1581,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,412.45189725006503,0.015132875057786986,0.3014597819097538
"(np.float64(-11.673908064666607), np.float64(16.519876078333386))",1180,517,1127,1164,650,1231,1159,396,436,460,1120,416,1593,767,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,413.041632681772,0.016055144264197747,0.22169785787546575
"(np.float64(-11.67143892886414), np.float64(16.42925879438277))",1081,598,1488,1241,563,1018,1356,516,656,617,1108,247,2009,1039,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,412.9518029137775,0.015914662237197005,0.2905816724965936
"(np.float64(-11.669463620222164), np.float64(16.755431633888943))",808,380,1091,848,531,731,1000,323,750,592,804,610,1082,401,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,437.79884667099805,0.05477219409906363,0.011222292027943549
"(np.float64(-11.667611768370312), np.float64(16.755925461049436))",802,772,1214,1091,697,773,1110,635,718,476,1157,581,521,483,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,438.12951832608456,0.05528932138788271,0.009864452110492802
"(np.float64(-11.66687102762957), np.float64(16.22333286845684))",790,599,839,868,2016,350,468,283,553,849,1046,548,939,655,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,428.4420196582249,0.04013933848342731,0.4673276033675716
"(np.float64(-11.665019175777719), np.float64(16.426542745000052))",1287,508,1065,614,749,1311,1237,541,793,532,793,518,1789,999,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,413.63130573271616,0.016977315915241268,0.2887527628201738
"(np.float64(-11.664895718987598), np.float64(16.429876078333383))",776,615,956,674,682,785,847,362,1535,675,1358,476,979,797,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,413.56779331835924,0.016877990792759402,0.2860388219980243
"(np.float64(-11.662673496765375), np.float64(16.323579782037093))",1361,824,1373,917,790,842,1366,566,965,940,1276,527,1438,1097,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,418.97769253061153,0.02533836672575112,0.37463272004280085
"(np.float64(-11.659463620222164), np.float64(16.42320941166672))",998,523,684,650,712,608,802,335,354,581,919,412,836,740,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,414.26265172629735,0.017964658606836676,0.28808981006515033
"(np.float64(-11.659463620222164), np.float64(16.846542745000058))",857,512,908,770,636,537,850,420,504,669,958,499,1357,592,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,458.01636174904826,0.08638974763940417,0.06848688274358376
"(np.float64(-11.657117941209819), np.float64(16.327036572160544))",1213,738,1236,974,796,917,1376,714,993,812,1154,685,1391,998,10,7,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,419.23338088767247,0.025738229927920447,0.36901265438329134
"(np.float64(-11.656624114049325), np.float64(16.428764967222275))",1338,712,1312,1032,724,894,1147,584,751,795,1169,591,1474,834,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,414.41969339613405,0.01821025127166011,0.2819313418552013
"(np.float64(-11.656130286888832), np.float64(16.322468670925982))",1211,777,1381,841,828,781,1232,552,853,807,1223,551,1388,961,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,419.6623144638073,0.026409026030029814,0.3726437017328732
"(np.float64(-11.65390806466661), np.float64(16.422098300555607))",631,553,1063,478,777,691,1168,346,512,598,906,534,927,989,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,414.856561650252,0.018893456174009622,0.2857518398170549
"(np.float64(-11.653167323925869), np.float64(17.11283904129635))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,540.3073457351779,0.21508210087986404,0.2863881591386768
"(np.float64(-11.651685842444385), np.float64(16.328764967222277))",1525,630,1110,656,570,582,1323,586,733,643,1154,510,1343,927,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,419.6261049365533,0.026352399057713752,0.36502582357629737
"(np.float64(-11.651685842444385), np.float64(17.016542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Nouamlein,Kiffa,507.14224463577835,0.16321621352264284,0.20602919622185645
"(np.float64(-11.648722879481424), np.float64(16.321357559814867))",1698,895,1475,1098,1016,1117,1483,594,1118,1050,1459,631,1812,1116,10,10,10,10,10,10,10,7,7,7,7,7,10,10,Legrane,Kiffa,420.45286949658595,0.027645350869109617,0.37039011757173446
"(np.float64(-11.648352509111055), np.float64(16.4209871894445))",1208,775,1382,1018,826,984,1198,609,938,804,1144,627,1569,962,10,7,7,7,7,7,7,7,7,7,7,7,10,10,Legrane,Kiffa,415.4668106726685,0.019847805957586232,0.28350782490991616
"(np.float64(-11.648352509111053), np.float64(16.327653856111166))",2474,1192,2189,1834,1454,2105,2385,1223,1909,1462,2138,1250,2824,1852,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,420.03056225174123,0.026984917483859026,0.36455499962390475
"(np.float64(-11.64613028688883), np.float64(16.32654274500005))",1248,602,1005,680,627,685,1182,614,692,620,857,434,1013,765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,420.3297551595338,0.02745281612246534,0.36459394320130667
"(np.float64(-11.645883373308584), np.float64(16.422715584506225))",1317,830,1419,1102,805,945,1190,599,885,922,1269,651,1579,949,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,415.6869809991775,0.02019212359798458,0.2806940247400745
"(np.float64(-11.64390806466661), np.float64(16.926542745000052))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,481.09562196289534,0.12248269687998586,0.13073291871533643
"(np.float64(-11.643908064666608), np.float64(16.419876078333388))",1299,707,1295,997,846,985,1181,606,866,742,1188,603,1567,977,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,415.97232248035476,0.0206383604141103,0.2819675997482093
"(np.float64(-11.643908064666608), np.float64(17.110987189444497))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,541.090509637394,0.21630686695589196,0.29306880749149183
"(np.float64(-11.643537694296239), np.float64(16.93395015240746))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,483.25066471794366,0.12585290233928284,0.13684055323899758
"(np.float64(-11.643290780715992), np.float64(17.109258794382768))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,16,10,16,10,10,Nouamlein,Kiffa,540.5559741896395,0.21547092331626358,0.29265053361399773
"(np.float64(-11.64329078071599), np.float64(16.33111064623462))",1647,524,2982,848,611,1140,1835,677,1281,702,1569,555,2109,850,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,420.2936697806234,0.02739638330194717,0.3592493781263267
"(np.float64(-11.642796953555498), np.float64(16.756542745000054))",776,539,682,867,632,591,749,428,638,517,807,508,1270,600,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,441.6173046582814,0.06074376376963838,0.003091636202086037
"(np.float64(-11.641685842444387), np.float64(16.325431633888943))",1575,967,1551,1121,1014,1022,1434,624,1136,1059,1510,672,1579,1062,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,420.8564081128528,0.02827643257010782,0.36371336732559156
"(np.float64(-11.640574731333276), np.float64(16.430616819074128))",1274,540,1443,981,540,695,1243,274,749,499,2220,476,1999,986,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,416.08994948374107,0.020822313687447736,0.27117503387668396
"(np.float64(-11.640574731333274), np.float64(16.512098300555607))",916,280,1872,1117,501,1290,1315,414,437,302,993,337,1864,849,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,416.38820095676704,0.02128874004501341,0.20736359918237393
"(np.float64(-11.63785868195056), np.float64(16.329999535123513))",1362,721,1197,773,767,752,1132,574,794,686,1086,556,1163,915,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,420.92839905863497,0.02838901700859591,0.35796579640489967
"(np.float64(-11.63724139799994), np.float64(16.324320522777832))",1757,1089,2106,1026,1084,983,1788,866,1076,818,1997,721,2785,1067,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,421.3931168538064,0.029115774956506857,0.3628884939374725
"(np.float64(-11.63687102762957), np.float64(17.12135755981487))",891,629,1305,877,559,1176,1364,453,952,454,811,582,1735,918,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,546.0459287052939,0.22405649529000177,0.3046576929827453
"(np.float64(-11.63501917577772), np.float64(16.226542745000053))",1539,711,2118,1076,978,894,1859,444,782,611,1779,686,1730,1046,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Sani,Kankoussa,430.8116508272851,0.043845132200873924,0.44896213754444303
"(np.float64(-11.630574731333276), np.float64(16.32320941166672))",1465,837,1662,1124,888,917,1623,756,1115,1297,1932,630,2011,950,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Legrane,Kiffa,422.17770030257014,0.0303427610179682,0.3612403743237903
"(np.float64(-11.629710533802411), np.float64(16.32493780672845))",1156,878,1279,949,763,1021,1437,533,911,960,1494,617,2233,1243,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,422.1476257689963,0.030295728374648747,0.3593110914283632
"(np.float64(-11.62390806466661), np.float64(16.32209830055561))",1530,963,1523,1046,993,1076,1360,645,996,829,1121,573,1611,996,10,10,10,10,10,10,10,10,10,7,7,7,10,10,Kouroudjel,Kiffa,422.98601553161507,0.03160686048484814,0.3596229893696626
"(np.float64(-11.620945101703645), np.float64(17.11432052277783))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,546.0757436080885,0.2241031219046855,0.3084055205517642
"(np.float64(-11.616130286888831), np.float64(16.320987189444498))",1419,925,1337,1038,793,950,1135,600,883,884,1223,598,1536,1136,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,423.94622931661627,0.033108509458040176,0.35757296051005977
"(np.float64(-11.611685842444386), np.float64(16.224320522777834))",747,537,1755,901,391,371,697,476,658,354,1430,853,1557,666,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Sani,Kankoussa,433.45840021568614,0.04798430262674326,0.44063112205779936
"(np.float64(-11.60724139799994), np.float64(17.1209871894445))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,16,16,16,16,16,10,10,10,10,16,16,16,10,10,Nouamlein,Kiffa,550.861117821669,0.23158682229142166,0.3194824346623102
"(np.float64(-11.600945101703646), np.float64(16.328518053642032))",1565,923,1607,860,990,1022,1602,669,1150,811,1605,657,2259,1390,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,425.2478903682284,0.03514413736937556,0.3432539484092515
"(np.float64(-11.595142632567843), np.float64(16.32629583141981))",1298,696,1585,1010,1092,1291,1563,716,1048,695,1397,554,2134,1225,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,426.12925796491186,0.03652248119992447,0.34227511297069035
"(np.float64(-11.59501917577772), np.float64(16.223209411666716))",438,452,479,619,472,456,714,274,511,689,488,264,2330,563,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Sani,Kankoussa,435.491563827919,0.05116390502188803,0.4349168569577936
"(np.float64(-11.592426583185127), np.float64(16.42419706598771))",1291,624,1451,884,566,799,1519,451,745,700,1483,729,1777,1082,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,422.1497077883632,0.030298984381064462,0.2534187461144959
"(np.float64(-11.592426583185127), np.float64(16.844443979567956))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,468.1655202688913,0.10226170626793651,0.10400524547119808
"(np.float64(-11.58366115108636), np.float64(16.222098300555608))",995,544,1705,1116,752,850,1314,401,757,656,1778,347,1873,995,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Sani,Kankoussa,437.01277850984894,0.05354288614130814,0.431679670179947
"(np.float64(-11.58329078071599), np.float64(16.424814349938327))",1352,639,1313,1044,632,441,1770,379,752,506,1578,674,1903,977,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,423.4031688844149,0.03225923385594564,0.24921828399122128
"(np.float64(-11.579463620222164), np.float64(16.33209830055561))",860,622,1317,757,942,1104,1279,581,922,937,1175,526,1783,1158,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,427.82251919745306,0.0391705206583334,0.3296795171818783
"(np.float64(-11.576871027629572), np.float64(17.113950152407458))",65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,65533,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,553.6858806314477,0.23600438246299313,0.32559761932862064
"(np.float64(-11.57501917577772), np.float64(16.426542745000052))",706,528,790,638,653,915,1251,402,456,258,688,520,1092,669,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,424.5561318136249,0.034062317321128854,0.2443580900762654
"(np.float64(-11.57390806466661), np.float64(16.425431633888945))",764,506,1667,725,593,1055,948,571,646,544,961,421,1806,751,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,424.740516874076,0.03435067147832099,0.24493888838678413
"(np.float64(-11.572796953555498), np.float64(16.3309871894445))",1519,1079,1707,1266,1139,1174,1486,801,1144,1097,1704,798,1840,1173,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Kouroudjel,Kiffa,428.81933581823836,0.040729411687023556,0.32763497923368756
"(np.float64(-11.569463620222166), np.float64(16.846542745000058))",940,482,863,669,487,729,1062,468,577,503,811,411,1282,789,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Nouamlein,Kiffa,472.7161227990034,0.10937825439866276,0.11661733663878282
